,X,y
200,Jesus the clowns of America! Seek help https://t.co/gsvMxFQN9P,1
201,"Flagstaff, Arizona will raise its minimum wage to $16.80 in January. This will help low-wage workers keep up with inflation. #RaiseTheWage.

This is thanks to the voters, not corporations.

https://t.co/6iCn76sYHA",1
202,Why Automation Is The One Solution To Inflation We Are Not Talking Enough About. From My 22 Predictions In January https://t.co/AqRWh5XhIZ https://t.co/bvysU8kyow,1
203,@SecCardona @POTUS Your determined to help a select few with the student loan forgiveness!,1
204,"@JGreenblattADL @ADL Careful Mean Joe Green.  A charming Senator from Illinois with the initials B.H.O. gave a passionate speech railing AGAINST non-stop unlawful immigration into the “United” States.  Green Machine, you’re a good guy but I have you, and everyone reading my post, in Check. Thanks!",1
205,@ZR1Trader These mofos are delusional.  Gold and silver are solid for a hyper inflation collapse. That money will eventually roll into the the best hardest decentralized option.... #BTC,1
206,"@Eric_Schmitt I see you're blazing a trail to lower inflation, crime and tackle the border issue. 

Fucking hypocritical loser.",1
207,@DashDobrofsky Why is the justice department not charging trump with treason for stealing classified documents,1
208,@Jim_Jordan The Right is furious about the 26th Amendment.,1
209,@JonathanTurley what’s crushingly predictable: @GOP lack of reason and absence of integrity applied to 2nd amendment,1
210,"@PeterSchiff @saylor The current central bank monetary system is great for humanity. Obviously we have a lot of inflation but we need inflation as the population grows, people need raises, people need to be able to afford homes, cars, etc. Any system based on scarcity like gold,btc will fail overtime",1
211,"Viral: (2016 American &amp; 2016 Hindi)
 this crime tv show film has a everlasting lowpass filter that brisks the film's shotgun mic. an audience pleaser.
 Rating: ⭐",1
212,"@JohnFetterman Please apologize for your divisive rhetoric.
https://t.co/MulEDta3Cw",1
213,"@MRS_MRS4 @bpolitics Trump's credibly accused of over 30 crimes. Should credible allegations not be investigated just because the perpetrator is a Republican official?

Also, classified documents =/= his financials. That's why they searched his [resort] home - he'd refused to return them.",1
214,"@kwz300 @BernieSanders This is one of the stupidest things I've ever heard. Oh ok--go out and find another low-paying job-and, wait for it, get more marketable skills....I have a doctorate from Harvard and work there because the university system has also decided that professors should gig.",1
215,"@B4T99 @JDCocchiarella That’s nt exactly what the 2nd amendment says, and it says nothing about prohibiting requirements. The founding fathers also never anticipated We would have the fire power we do today. Literally no1 wants to take a way peoples 2nd Amendment rights. Cmnsense reform is nt violation",1
216,Chris Hahn = Satan worshipping douche https://t.co/MDWnFRlhTR,1
217,verified twitter users with less than ten followers.  please send for your $7 refund. (inflation),1
218,"@RepMTG What about inflation, your main complaint &amp; campaign promise? Oh ya, that's just bs to get elected! You all don't care about Americans. Just how far your bs antics will get you! Fake, liar, cruel. #LoveOneAnother",1
219,@MomsAGAbbott Yep Democrats suck at messaging. I really wished more democrats in Texas would have come out and voted (for Beto),1
220,This will be the next “Black on Black” crime wave. Homosexual Rage is real. And it’s aimed at other homosexuals. https://t.co/JddEJXUXH8,1
221,It’s wild that the administration is now implementing policies they have said contribute materially to inflation. https://t.co/hHcza6XULz,1
222,"@bocesrn @TMMartin15 @byJonMitchell Only a liberal would attempt to determine that opposition is hateful and who is &amp; who is not hateful. The definition of hateful is so broad, I find your definition despicable. Forgive me for expecting to have my Constitutional rights of the 1st amendment afforded to me.",1
223,@Blockem_eth @SBF_FTX I think they're keeping him under their surveillance while they're building the entire case. With all the evidence. Most of his donation funds went to mid term elections for Democrats. Some to Biden. How do those investors get their money back from the democrats?,1
224,"@SenatorWarnock Failure at the Border: 5.5 Million Illegal Immigrants Have Crossed Into the U.S. on Biden's Watch
https://t.co/jg2B5oGjNv",1
225,"@OlafWipper @JDCocchiarella The first amendment was written when feather quills and printing presses were the only means for press and speech.  Therefore, you're not free to speak on Twitter, Facebook, etc.  

See how stupid that sounds??",1
226,"@RepMattGaetz @mattgaetz @January6thCmte Gee, how are you going to have the time to be trolling the J6 committee when you’re going to be fixing inflation, the border, crime and gas prices?",1
227,@GregAbbott_TX Yay. You give him more tax breaks!,1
228,"""THE GOOD THE BAD THE EVIL AND WORSE STILL THE INDIFFERENT
USA shootings- round and round we go....
https://t.co/wN8dA9fFR2…
#Walmart #Police #politics #HateCrime #gunviolence
#uvalde #buffalo #indifferencekills #101reasonstohate #everybodysbusiness #101reasons https://t.co/E4aBKUJJuw",1
229,"@JanieHollisCla1 @PeterStefanovi2 I thoroughly disagree.  Nobody I know personally or professionally is talking about brexit or the EU. However mention the Ukraine, inflation, the economy, the NHS, migration - all important.  The EU and brexit are irrelevant to the average person or the businesses I work with.",1
230,"@greg_price11 He is Liar and a Criminal, period! Where is the Dem- DOJ in investigating all the laws that were broken by Fauci and the NIH! 😡 Oh that’s right, they’re wasting time and millions in tax dollars on another Trump witch-hunt!",1
231,Looks like they did to @KariLake @KariLakeWarRoom what they did to @realDonaldTrump and WE THE PEOPLE WILL NOT TOLERATE IT https://t.co/bvl6OKQ0Tj,1
232,@GovernorVA You are wrong about gun violence. You and your gun-toting friends have made sure that it has a place in our communities throughout America. What’s worse is that you invite it. Human lives are just collateral damage in your quest for the power &amp; money you so desperately crave.,1
233,@sunlorrie @sunshine22kas About as much point as a constitution that unelected Supreme Court justices can “read in” new “rights” to any time they feel like it.,1
234,"@FPWellman @AshleyRParker Yes, Biden and his admin did all of these things: lying about a pandemic, immigration system destruction, seeking to have the DOJ investigate your political enemies, covering up corruption in your own family, and your foreign entanglements.",1
235,"@hugolowell @GuardianUS However, the whole thing bought him time, took him past midterms. He may have hoped Republicans would take Congress &amp; help him work up more mischief to somehow evade responsibility. Whatever else you can say about him, he is VERY good at using the legal system. A great conman.",1
236,"@RonFilipkowski Sure , why not? 
Or, why don't we just make all elections best two outta three?
Fucking morons.
Pay attention people, history is attempting to repeat itself right here in The (used to be) United States.
We cannot let that happen here.",1
237,@CoachCorey @jmkinthehouse @Nostradamusings @KariLakeWarRoom @KariLake @raystern Denial comes in all flavors,1
238,"@JDCocchiarella It says an armed citizenry can shoot at the militia to regulate it. Muskets are assault weapons. The right to rebellion won by Shay’s Rebellion vs politician’s money inflation &amp; collusion with the state &amp; federal treasuries, is the reason there is a Bill of Rights. See: Leonard",1
239,"@SilverMiedo7 @DunnDavid99 @JDCocchiarella “shall not be infringed”, does mean no gun laws for those that are of good moral character. We should have laws that help determine that character, and to keep them out of the hands of violent criminals.",1
240,"@laurenboebert Let’s put it this way: SOMEBODY has to run on policies &amp; that somebody has always been the Democrats.
All Republicans have done lately is vote AGAINST every good policy that helps Americans.
YOU say you ran on reducing inflation. I haven’t heard a word on how you’re doing that.",1
241,"Agree at this point. Gun culture is not the same thing as respecting the importance of #2a.

Guns are tools for killing. Gun culture is broken when it worships the tool instead of building respect. https://t.co/MZG1PRRcQI",1
242,"@MutaquinAmina @DJWCymruExile @cmattdvc @JDCocchiarella 2nd amendment fanatics don't fight to kill. We fight to protect. Crazy how the two are different. You might as well ask why does the Government have the right to defend, but a citizen does not? That's what you want, right?",1
243,@XiomaraCanti @Chartreusesteel @JessicaBanner13 @POTUS @SecCardona Amen,1
244,"@JpJever @bluestatepost @Lancegooden Thanks, I have the library which includes these documents. There’s a nice pocket version of the Constitution and Bill of Rights. That’s why when COVID “recommendations” came out, I remained free in all travels.",1
245,"@JennaEllisEsq @prageru Matter if fact he was referring to the Constitution Claiming all men are made EQUAL but doing the exact opposite! WHITE 🤬 so call ""Christian Founders of America"" felt it was their rights to enslave others! Nice why to 🍒 pick but it ain't working",1
246,GOP Chairwoman McDaniel issued orders for GOP to stand down leaving Kari Lake &amp; attorneys fighting a battle for fair elections while the GOP went AWOL  Floyd  “They left the Arizona candidates &amp; voters on the field to bleed while they scampered back to DC or went on vacation.”,1
247,"Oh yes @kanyewest 👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽
You’re with the Best of the Best
That’s a Chess move right there!!!!!!!👍🏽👍🏽 https://t.co/nYWxCEgcCZ",1
248,"@benshapiro Even if the First Amendment prevents you from being held legally responsible for consequences of your speech, you may be morally responsible in the eyes of decent people, and those people may tell you.",1
249,"@jordanbpeterson Zero credibility you.  There is an epidemic of gun violence in America, and another epidemic of RSV, but you think it’s time to attack Dr Jha as representative of “the left.”  You don’t value order.
You value the attention of…. Well, let’s say you’re not particular.",1
250,"@Thee_PGRunner @HarperDonaldson @MelMMorgan1 @POTUS @SecCardona Ha, you're funny!",1
251,@AbbottCampaign @GregAbbott_TX @TXMilitary @TxDPS Here we go with another photo opp. Hypocrite,1
252,@LilKiwi2024 @Roberto14378919 @POTUS And how does that do anything for someone who illegally acquires a gun? You know the main source of gun violence.,1
253,"@dougmastriano Don’t you have a real job?  

Oh wait, you’re a Republican pundit.  You don’t actually work.  Rich people pay your bills.",1
254,"@Charlie1691 @Deadbot45 does that include nuclear ""arms""? chemical ""arms""? biological ""arms'? tanks? missiles? are you in a WELL REGULATED militia?",1
